"Prefix","CH","X10","X.","High","Artist"
"1994",1,"-",1,54,"Ian McNabb With Ralph Molina & Billy Talbot"
"1994",3,"-",1,55,"Dr Alban"
"1994",2,"-",1,55,"X-Press 2 ft Lo-Pro"
"1994",2,"-",1,55,"X-Press 2 ft Lo-Pro"
"1994",2,"-",1,55,"The Lemonheads"
"1994",2,"-",1,55,"Luciana"
"1994",2,"-",1,55,"Bill Tarmey"
"1994",1,"-",1,55,"Mick Ronson & Joe Elliott"
"1994",1,"-",1,55,"Pan Position"
"1994",1,"-",1,55,"Spin Doctors"
"1994",1,"-",1,55,"Reese Project"
"1994",1,"-",1,55,"Shades Of Rhythm"
"1994",1,"-",1,55,"Erik"
"1994",1,"-",1,55,"Bone"
"1994",1,"-",1,55,"Right Said Fred"
"1994",3,"-",1,56,"Sabres Of Paradise"
"1994",2,"-",1,56,"Yazz"
"1994",2,"-",1,56,"Average White Band"
"1994",2,"-",1,56,"Quivver"
"1994",1,"-",1,56,"Joe"
"1994",1,"-",1,56,"Autechre"
"1994",1,"-",1,56,"Blackstreet"
"1994",1,"-",1,56,"Urban Cookie Collective"
"1994",1,"-",1,56,"Senseless Things"
"1994",1,"-",1,56,"Black Diamond"
"1994",1,"-",1,56,"Sheep On Drugs"
"1994",1,"-",1,56,"Professor"
"1994",2,"-",2,57,"A Homeboy, A Hippie & A Funki Dredd"
"1994",2,"-",1,57,"Children For Rwanda"
"1994",2,"-",1,57,"BBM"
"1994",2,"-",1,57,"Robert Palmer"
"1994",2,"-",1,57,"Craig Mack"
"1994",2,"-",1,57,"Phillip Leo"
"1994",1,"-",1,57,"Westbam"
"1994",1,"-",1,57,"Underworld"
"1994",1,"-",1,57,"Jeanie Tracy"
"1994",1,"-",1,57,"Blink"
"1994",1,"-",1,57,"Omar"
"1994",1,"-",1,57,"Shawn Christopher"
"1994",1,"-",1,57,"Cranes"
"1994",1,"-",1,57,"Portishead"
"1994",1,"-",1,57,"Sultana"
"1994",1,"-",1,57,"Michelle Sweeney"
"1994",1,"-",1,57,"Deja Vu"
"1994",2,"-",1,58,"Sinclair"
"1994",1,"-",1,58,"Smooth Touch"
"1994",1,"-",1,58,"Ride"
"1994",1,"-",1,58,"KWS"
"1994",1,"-",1,58,"Fatima Mansions"
"1994",1,"-",1,58,"Nush"
"1994",1,"-",1,58,"Foreigner"
"1994",3,"-",1,59,"Grandmaster Flash & Melle Mel"
"1994",2,"-",1,59,"Dr Dre"
"1994",1,"-",1,59,"Elvis Costello"
"1994",1,"-",1,59,"Deep Creed 94"
"1994",1,"-",1,59,"Echobelly"
"1994",1,"-",1,59,"Millionaire Hippies"
"1994",1,"-",1,59,"Kenny Thomas"
"1994",1,"-",1,59,"Teenage Fanclub"
"1994",1,"-",1,59,"Yello"
"1994",1,"-",1,59,"Loni Clark"
"1994",1,"-",1,59,"Atlantic Ocean"
"1994",1,"-",1,59,"Alison Moyet"
"1994",2,"-",1,60,"Michael Nyman"
"1994",2,"-",1,60,"Michael Nyman"
"1994",2,"-",1,60,"Dead Dred"
"1994",2,"-",1,60,"Melanie Williams"
"1994",1,"-",1,60,"Cry Of Love"
"1994",1,"-",1,60,"ZZ Top"
"1994",1,"-",1,60,"Lush"
"1994",1,"-",1,60,"Kerbdog"
"1994",1,"-",1,60,"7669"
"1994",1,"-",1,60,"Amy Grant"
"1994",1,"-",1,60,"All-4-One"
"1994",1,"-",1,60,"Kristin Hersh"
"1994",1,"-",1,60,"Sheila Ferguson"
"1994",1,"-",1,60,"Black Sheep"
"1994",2,"-",1,61,"Veruca Salt"
"1994",2,"-",1,61,"Joe Longthorne"
"1994",2,"-",1,61,"RuPaul"
"1994",2,"-",1,61,"RuPaul"
"1994",1,"-",1,61,"Ultramarine"
"1994",1,"-",1,61,"Sonia"
"1994",1,"-",1,61,"Alicia Bridges"
"1994",1,"-",1,61,"Alysha Warren"
"1994",1,"-",1,61,"Tindersticks"
"1994",1,"-",1,61,"Captain Hollywood Project"
"1994",1,"-",1,61,"Scott Bradley"
"1994",2,"-",1,62,"Neil Young"
"1994",2,"-",1,62,"Biohazard"
"1994",2,"-",1,62,"Sharon Brown"
"1994",2,"-",1,62,"Jazzy Jeff"
"1994",2,"-",1,62,"Freak Power"
"1994",1,"-",1,62,"Julia Fordham"
"1994",1,"-",1,62,"Red Eye"
"1994",1,"-",1,62,"Danzig"
"1994",1,"-",1,62,"Exoterix"
"1994",1,"-",1,62,"Sabrina Johnston"
"1994",1,"-",1,62,"Inner City"
"1994",1,"-",1,62,"Ultra Nate"
"1994",1,"-",1,62,"Zeitia Massiah"
"1994",1,"-",1,62,"Gayle & Gillian"
"1994",2,"-",1,63,"Michael Ball"
"1994",1,"-",1,63,"Ronny Jordan"
"1994",1,"-",1,63,"Eric Clapton"
"1994",1,"-",1,63,"Eric Gable"
"1994",1,"-",1,63,"Secret Life"
"1994",1,"-",1,63,"La Bouche"
"1994",1,"-",1,63,"FKW"
"1994",1,"-",1,63,"Sheer Bronze ft Lisa Millett"
"1994",1,"-",1,63,"K7 & The Swing Kids"
"1994",4,"-",1,64,"Stakka Bo"
"1994",2,"-",1,64,"Ahmad"
"1994",2,"-",1,64,"Best Shot"
"1994",2,"-",1,64,"Dolly Parton & James Ingram"
"1994",1,"-",1,64,"Bally Sagoo"
"1994",1,"-",1,64,"Nas"
"1994",1,"-",1,64,"Movin' Melodies"
"1994",1,"-",1,64,"Bug Kann & Plastic Jam"
"1994",1,"-",1,64,"Hole"
"1994",1,"-",1,64,"Renegade Soundwave"
"1994",1,"-",1,64,"David Lee Roth"
"1994",1,"-",1,64,"Ronny Jordan"
"1994",2,"-",1,65,"Shawn Colvin"
"1994",1,"-",1,65,"The Fall"
"1994",1,"-",1,65,"Joshua Kadison"
"1994",1,"-",1,65,"Project ft Gerideau"
"1994",1,"-",1,65,"Y?N-Vee"
"1994",1,"-",1,65,"Color Me Badd"
"1994",1,"-",1,65,"Bob Geldof"
"1994",1,"-",1,65,"Da Brat"
"1994",1,"-",1,65,"Milla"
"1994",1,"-",1,65,"LWS"
"1994",1,"-",1,65,"Stabbs"
"1994",1,"-",1,65,"Melanie Williams"
"1994",1,"-",1,65,"Madder Rose"
"1994",1,"-",1,65,"Everything But The Girl"
"1994",1,"-",1,65,"Q-Tex"
"1994",1,"-",1,65,"Barrington Levy"
"1994",1,"-",1,65,"Dream Frequency"
"1994",2,"-",1,66,"Ian McNabb"
"1994",2,"-",1,66,"Sandie Shaw"
"1994",2,"-",1,66,"Pogues"
"1994",2,"-",1,66,"Pretenders"
"1994",1,"-",1,66,"Kinky Machine"
"1994",1,"-",1,66,"Keith Mac Project"
"1994",1,"-",1,66,"Tonja Dantzler"
"1994",1,"-",1,66,"Sheryl Crow"
"1994",1,"-",1,66,"Spin Doctors"
"1994",2,"-",2,67,"Inner Circle"
"1994",1,"-",1,67,"808 State"
"1994",1,"-",1,67,"Leena Conquest & Hip Hop Finger"
"1994",1,"-",1,67,"Baby D"
"1994",1,"-",1,67,"Posies"
"1994",1,"-",1,67,"Jackson Browne"
"1994",1,"-",1,67,"B.T. Express"
"1994",1,"-",1,67,"Terry Hall"
"1994",1,"-",1,67,"Fish"
"1994",1,"-",1,67,"Dream Frequency"
"1994",1,"-",1,67,"Dream Frequency"
"1994",1,"-",1,67,"Marvin Gaye"
"1994",1,"-",1,67,"DJ Disciple"
"1994",1,"-",1,67,"Centory"
"1994",1,"-",1,67,"MC Lyte"
"1994",1,"-",1,67,"Luciana"
"1994",1,"-",1,67,"Luciana"
"1994",1,"-",1,67,"Zhane"
"1994",2,"-",2,68,"Big Audio"
"1994",2,"-",1,68,"Deep Blue"
"1994",1,"-",1,68,"Madder Rose"
"1994",1,"-",1,68,"Nick Cave & The Bad Seeds"
"1994",1,"-",1,68,"Breeders"
"1994",1,"-",1,68,"RuPaul"
"1994",1,"-",1,68,"Olga"
"1994",1,"-",1,68,"Indian Vibes"
"1994",1,"-",1,68,"A Tribe Called Quest"
"1994",1,"-",1,68,"Loleatta Holloway"
"1994",1,"-",1,68,"Cud"
"1994",1,"-",1,68,"Slamm"
"1994",1,"-",1,69,"Tricky"
"1994",1,"-",1,69,"Finitribe"
"1994",1,"-",1,69,"Karyn White"
"1994",1,"-",1,69,"Tanya Blount"
"1994",1,"-",1,69,"E-Lustrious"
"1994",1,"-",1,69,"Subliminal Cuts"
"1994",1,"-",1,69,"Des'ree"
"1994",1,"-",1,69,"Bonnie Raitt"
"1994",1,"-",1,69,"Everything But The Girl"
"1994",1,"-",1,69,"Backbeat Band"
"1994",1,"-",1,70,"Sinclair"
"1994",1,"-",1,70,"Serious Rope"
"1994",1,"-",1,70,"Daryl Hall"
"1994",1,"-",1,70,"Secret Life"
"1994",1,"-",1,70,"Shaquille O'Neal"
"1994",1,"-",1,70,"Cosmic Baby"
"1994",1,"-",1,70,"Freddie Jackson"
"1994",1,"-",1,70,"N-Joi"
"1994",1,"-",1,70,"Counting Crows"
"1994",1,"-",1,70,"World Warrior"
"1994",1,"-",1,70,"Chris Rea"
"1994",1,"-",1,70,"Rise"
"1994",1,"-",1,70,"Music Relief '94"
"1994",1,"-",1,70,"Stereolab"
"1994",1,"-",1,71,"Keith Sweat"
"1994",1,"-",1,71,"Wedding Present"
"1994",1,"-",1,71,"Sagat"
"1994",1,"-",1,71,"Groove Corporation"
"1994",1,"-",1,71,"R.A.F."
"1994",1,"-",1,71,"Captain Sensible"
"1994",1,"-",1,71,"Velvet Undergound"
"1994",1,"-",1,71,"Opus III"
"1994",1,"-",1,72,"Lady Of Rage"
"1994",1,"-",1,72,"Darlene Love"
"1994",1,"-",1,72,"Funky Poets"
"1994",1,"-",1,72,"Hammer"
"1994",1,"-",1,72,"Future Sound Of London"
"1994",1,"-",1,72,"Silk"
"1994",1,"-",1,72,"Sven Vath"
"1994",1,"-",1,72,"Rebecca De Ruvo"
"1994",1,"-",1,72,"Notorious BIG"
"1994",1,"-",1,72,"Terry Neason"
"1994",1,"-",1,72,"David Lee Roth"
"1994",1,"-",1,72,"Whycliffe"
"1994",1,"-",1,72,"Credit To The Nation"
"1994",1,"-",1,72,"Bar-Codes"
"1994",1,"-",1,72,"These Animal Men"
"1994",1,"-",1,73,"Ronni Simon"
"1994",1,"-",1,73,"Sugar"
"1994",1,"-",1,73,"Whiteout"
"1994",1,"-",1,73,"Mother"
"1994",1,"-",1,73,"Coolio"
"1994",1,"-",1,73,"Misty Oldland"
"1994",1,"-",1,73,"Jeanie Tracy"
"1994",1,"-",1,73,"General Public"
"1994",1,"-",1,73,"Orange"
"1994",1,"-",1,73,"Barry Manilow & Debra Byrd"
"1994",1,"-",1,73,"Our Tribe with Frankie Pharoah & Kristine W"
"1994",1,"-",1,73,"Shawn Colvin"
"1994",1,"-",1,73,"Blessing"
"1994",1,"-",1,73,"Hope"
"1994",1,"-",1,74,"Chris & James"
"1994",1,"-",1,74,"Arizona ft Zeitia"
"1994",1,"-",1,74,"Beautiful People"
"1994",1,"-",1,74,"Me'shell Ndegeocello"
"1994",1,"-",1,74,"Gigolo Aunts"
"1994",1,"-",1,74,"Spearhead"
"1994",1,"-",1,74,"Mr Roy"
"1994",1,"-",1,74,"Aerosmith"
"1994",1,"-",1,74,"Shane MacGowan & The Popes"
"1994",1,"-",1,74,"Queen Latifah"
"1994",1,"-",1,74,"Those 2 Girls"
"1994",1,"-",1,75,"Sleeper"
"1994",1,"-",1,75,"Roach Motel"
"1994",1,"-",1,75,"Heartbeat Country"
"1994",1,"-",1,75,"Joan Jett & The Blackhearts"
"1994",1,"-",1,75,"Stereolab"
"1994",1,"-",1,75,"Stereolab"
"1994",1,"-",1,75,"Ultra-Sonic"
"1994",1,"-",1,75,"General Saint ft Don Campbell"
"1994",1,"-",1,75,"Redd Kross"
"1995",31,"17",7,1,"Celine Dion"
"1995",17,"10",7,1,"Robson Green & Jerome Flynn"
"1995",17,"10",7,1,"Robson Green & Jerome Flynn"
"1995",17,"9",6,1,"Michael Jackson"
"1995",15,"9",4,1,"Outhere Brothers"
"1995",14,"9",4,1,"Robson & Jerome"
"1995",14,"9",4,1,"Robson & Jerome"
"1995",14,"7",4,1,"Simply Red"
"1995",13,"7",4,1,"Take That"
"1995",16,"10",3,1,"Rednex"
"1995",9,"5",3,1,"Take That"
"1995",20,"12",2,1,"Coolio ft LV"
"1995",15,"9",2,1,"Michael Jackson"
"1995",12,"4",2,1,"Blur"
"1995",15,"9",1,1,"Outhere Brothers"
"1995",12,"7",1,1,"Shaggy"
"1995",11,"4",1,1,"Livin' Joy"
"1995",8,"4",1,1,"Cher, Chrissie Hynde & Neneh Cherry With Eric Clapton"
"1995",15,"3",1,1,"Oasis"
"1995",16,"10",3,2,"Boyzone"
"1995",14,"8",2,2,"U2"
"1995",13,"8",2,2,"Alex Party"
"1995",10,"5",2,2,"Supergrass"
"1995",10,"5",2,2,"Supergrass"
"1995",13,"4",2,2,"Pulp"
"1995",12,"4",2,2,"Annie Lennox"
"1995",11,"4",2,2,"Oasis"
"1995",11,"3",2,2,"Pulp"
"1995",11,"3",2,2,"Pulp"
"1995",20,"11",1,2,"Oasis"
"1995",15,"9",1,2,"N-Trance"
"1995",13,"8",1,2,"Boyzone"
"1995",13,"7",1,2,"Diana King"
"1995",13,"7",1,2,"MN8"
"1995",22,"6",1,2,"Perez Prado & His Orchestra"
"1995",11,"5",1,2,"N-Trance ft Ricardo Da Force"
"1995",10,"5",1,2,"Def Leppard"
"1995",11,"4",1,2,"Meat Loaf"
"1995",9,"4",1,2,"The Original"
"1995",12,"3",1,2,"Queen"
"1995",8,"3",1,2,"The Beatles"
"1995",9,"2",1,2,"Mike Flowers Pops"
"1995",12,"7",4,3,"Bobby Brown"
"1995",22,"14",2,3,"Everything But The Girl"
"1995",12,"6",2,3,"The Rembrandts"
"1995",6,"2",2,3,"Boyzone"
"1995",19,"8",1,3,"Smokie ft Roy 'Chubby' Brown"
"1995",12,"6",1,3,"Scatman John"
"1995",12,"5",1,3,"Baby D"
"1995",11,"4",1,3,"Nightcrawlers"
"1995",13,"4",1,3,"Michael Jackson & Janet Jackson"
"1995",9,"4",1,3,"Wet Wet Wet"
"1995",9,"3",1,3,"Freak Power"
"1995",8,"3",1,3,"Boyzone"
"1995",8,"2",1,3,"EMF & Reeves & Mortimer"
"1995",15,"9",4,4,"Ini Kamoze"
"1995",15,"8",3,4,"Bjork"
"1995",13,"6",2,4,"Seal"
"1995",13,"6",2,4,"Seal"
"1995",11,"5",2,4,"Mariah Carey"
"1995",14,"4",2,4,"Strike"
"1995",14,"7",1,4,"Edwyn Collins"
"1995",14,"6",1,4,"TLC"
"1995",11,"4",1,4,"BERRi"
"1995",14,"3",1,4,"East 17"
"1995",9,"3",1,4,"Bryan Adams"
"1995",9,"3",1,4,"Clock"
"1995",9,"2",1,4,"Madonna"
"1995",13,"5",3,5,"Nicki French"
"1995",8,"4",2,5,"Corona"
"1995",9,"5",1,5,"Shaggy ft Rayvon"
"1995",13,"4",1,5,"Madonna"
"1995",13,"4",1,5,"Bucketheads"
"1995",9,"4",1,5,"Zig & Zag"
"1995",10,"3",1,5,"Ali Campbell ft Pamela Starks"
"1995",8,"3",1,5,"Eternal"
"1995",9,"1",1,5,"Blur"
"1995",4,"1",1,5,"Foo Fighters"
"1995",10,"5",2,6,"Corona"
"1995",9,"4",2,6,"Human League"
"1995",11,"5",1,6,"Tina Arena"
"1995",11,"5",1,6,"Perfecto Allstarz"
"1995",10,"4",1,6,"Billie Ray Martin"
"1995",10,"3",1,6,"(MC Sar And) The Real McCoy"
"1995",8,"3",1,6,"Grace"
"1995",11,"2",1,6,"Mariah Carey & Boyz II Men"
"1995",9,"2",1,6,"Michael Bolton"
"1995",9,"2",1,6,"Bon Jovi"
"1995",7,"2",1,6,"Janet Jackson"
"1995",6,"2",1,6,"Manchester United 1995 Football Squad ft Stryker"
"1995",7,"2",1,6,"MN8"
"1995",6,"2",1,6,"JX"
"1995",5,"2",1,6,"Clock"
"1995",9,"1",1,6,"Passengers"
"1995",6,"1",1,6,"Queen"
"1995",11,"3",2,7,"Whigfield"
"1995",12,"2",2,7,"Enya"
"1995",7,"2",2,7,"Nightcrawlers ft John Reid"
"1995",9,"3",1,7,"Clock"
"1995",9,"3",1,7,"Clock"
"1995",10,"2",1,7,"Whigfield"
"1995",7,"2",1,7,"Outhere Brothers"
"1995",7,"2",1,7,"Wet Wet Wet"
"1995",8,"2",1,7,"Green Day"
"1995",7,"2",1,7,"Bon Jovi"
"1995",6,"2",1,7,"Suggs"
"1995",6,"2",1,7,"Suggs"
"1995",7,"2",1,7,"The Beatles"
"1995",11,"1",1,7,"Love City Groove"
"1995",11,"1",1,7,"Pulp"
"1995",11,"1",1,7,"Happy Clappers"
"1995",9,"1",1,7,"Celine Dion"
"1995",8,"1",1,7,"Wet Wet Wet"
"1995",7,"1",1,7,"Luther Vandross & Janet Jackson"
"1995",7,"1",1,7,"D:Ream"
"1995",4,"1",1,7,"Paul Weller"
"1995",12,"3",2,8,"Brownstone"
"1995",9,"2",1,8,"R Kelly"
"1995",8,"2",1,8,"McAlmont & Butler"
"1995",12,"2",1,8,"Josh Wink"
"1995",8,"2",1,8,"Louise"
"1995",8,"1",1,8,"Celine Dion"
"1995",7,"1",1,8,"Bon Jovi"
"1995",7,"1",1,8,"MN8"
"1995",6,"1",1,8,"Bobby Brown"
"1995",5,"1",1,8,"Let Loose"
"1995",5,"1",1,8,"Donna Summer"
"1995",5,"1",1,8,"Madonna"
"1995",4,"1",1,8,"Black Grape"
"1995",10,"2",2,9,"De'Lacy"
"1995",6,"2",2,9,"Childliners"
"1995",16,"2",1,9,"Bill Whelan ft Anuna & The RTE Concert Orchestra"
"1995",8,"2",1,9,"Dana Dawson"
"1995",8,"2",1,9,"Janet Jackson"
"1995",8,"2",1,9,"Janet Jackson"
"1995",8,"1",1,9,"The Boo Radleys"
"1995",7,"1",1,9,"M People"
"1995",7,"1",1,9,"M People"
"1995",6,"1",1,9,"Guns n' Roses"
"1995",6,"1",1,9,"Paul Weller"
"1995",5,"1",1,9,"Simple Minds"
"1995",5,"1",1,9,"Jamiroquai"
"1995",5,"1",1,9,"Black Grape"
"1995",4,"1",1,9,"REM"
"1995",8,"2",2,10,"Bon Jovi"
"1995",9,"1",1,10,"Prince"
"1995",9,"1",1,10,"Tina Turner"
"1995",8,"1",1,10,"Jam & Spoon ft Plavka"
"1995",7,"1",1,10,"East 17"
"1995",7,"1",1,10,"Scatman John"
"1995",5,"1",1,10,"Felix"
"1995",5,"1",1,10,"Deuce"
"1995",5,"1",1,10,"Method Man ft Mary J Blige"
"1995",5,"1",1,10,"Method Man ft Mary J Blige"
"1995",5,"1",1,10,"Bjork"
"1995",3,"1",1,10,"Supergrass"
"1995",3,"1",1,10,"Iron Maiden"
"1995",10,"-",2,11,"Deuce"
"1995",8,"-",1,11,"Montell Jordan"
"1995",8,"-",1,11,"(MC Sar And) The Real McCoy"
"1995",8,"-",1,11,"Jinny"
"1995",8,"-",1,11,"M People"
"1995",9,"-",1,11,"Whitney Houston"
"1995",7,"-",1,11,"Michelle Gayle"
"1995",7,"-",1,11,"20 Fingers ft Gillette"
"1995",7,"-",1,11,"Cher"
"1995",5,"-",1,11,"Saint Etienne ft Etienne Daho"
"1995",5,"-",1,11,"Reef"
"1995",5,"-",1,11,"Ash"
"1995",4,"-",1,11,"Wildchild"
"1995",4,"-",1,11,"Nick Cave & Kylie Minogue"
"1995",3,"-",1,11,"The Stone Roses"
"1995",7,"-",2,12,"East 17"
"1995",5,"-",2,12,"The Levellers"
"1995",12,"-",1,12,"Scarlet"
"1995",9,"-",1,12,"Mike & The Mechanics"
"1995",8,"-",1,12,"The Levellers with special guest Joe Strummer"
"1995",7,"-",1,12,"Weezer"
"1995",6,"-",1,12,"Let Loose"
"1995",6,"-",1,12,"Soul II Soul"
"1995",5,"-",1,12,"PJ & Duncan"
"1995",6,"-",1,12,"Rednex"
"1995",5,"-",1,12,"Rolling Stones"
"1995",4,"-",1,12,"Mary J Blige"
"1995",3,"-",1,12,"Tricky vs Gravediggaz"
"1995",3,"-",1,12,"Charlatans"
"1995",6,"-",2,13,"Deuce"
"1995",8,"-",1,13,"Human League"
"1995",7,"-",1,13,"Portishead"
"1995",6,"-",1,13,"The Lightning Seeds"
"1995",7,"-",1,13,"Jimmy Nail"
"1995",7,"-",1,13,"Whigfield"
"1995",5,"-",1,13,"Ethics"
"1995",5,"-",1,13,"Diana King"
"1995",5,"-",1,13,"REM"
"1995",4,"-",1,13,"Portishead"
"1995",4,"-",1,13,"Elastica"
"1995",4,"-",1,13,"Cast"
"1995",4,"-",1,13,"Ruffneck ft Yavahn"
"1995",4,"-",1,13,"Nightcrawlers ft John Reid"
"1995",4,"-",1,13,"Garbage"
"1995",3,"-",1,13,"Echobelly"
"1995",11,"-",1,14,"Connells"
"1995",8,"-",1,14,"Des'ree"
"1995",6,"-",1,14,"Suggs"
"1995",6,"-",1,14,"Liquid"
"1995",6,"-",1,14,"Liquid"
"1995",5,"-",1,14,"Tin Tin Out ft Espiritu"
"1995",4,"-",1,14,"Massive Attack"
"1995",4,"-",1,14,"Xpansions 95"
"1995",4,"-",1,14,"Menswear"
"1995",4,"-",1,14,"Sleeper"
"1995",4,"-",1,14,"Sounds Of Blackness"
"1995",4,"-",1,14,"Mozaic"
"1995",4,"-",1,14,"Ash"
"1995",3,"-",1,14,"Therapy?"
"1995",6,"-",2,15,"Sting"
"1995",10,"-",1,15,"Joshua Kadison"
"1995",8,"-",1,15,"Skee-Lo"
"1995",7,"-",1,15,"Snap! ft Summer"
"1995",7,"-",1,15,"Pato Banton With Ranking Roger"
"1995",6,"-",1,15,"Ladysmith Black Mambazo ft China Black"
"1995",7,"-",1,15,"Elton John"
"1995",6,"-",1,15,"The Lightning Seeds"
"1995",6,"-",1,15,"Jimmy Somerville"
"1995",6,"-",1,15,"UB40"
"1995",6,"-",1,15,"The Prodigy"
"1995",5,"-",1,15,"PJ & Duncan"
"1995",4,"-",1,15,"Pet Shop Boys"
"1995",4,"-",1,15,"Erasure"
"1995",4,"-",1,15,"PJ & Duncan"
"1995",6,"-",1,15,"Celine Dion"
"1995",4,"-",1,15,"Nush"
"1995",4,"-",1,15,"Whale"
"1995",4,"-",1,15,"Shamen"
"1995",4,"-",1,15,"Montell Jordan"
"1995",3,"-",1,15,"Cypress Hill"
"1995",3,"-",1,15,"Blondie"
"1995",3,"-",1,15,"The Stone Roses"
"1995",11,"-",1,16,"A.D.A.M. ft Amy"
"1995",10,"-",1,16,"Vanessa-Mae"
"1995",6,"-",1,16,"Annie Lennox"
"1995",6,"-",1,16,"Michelle Gayle"
"1995",7,"-",1,16,"PJ & Duncan"
"1995",4,"-",1,16,"Faith No More"
"1995",4,"-",1,16,"Sleeper"
"1995",4,"-",1,16,"2 Unlimited"
"1995",4,"-",1,16,"Brownstone"
"1995",3,"-",1,16,"Wildhearts"
"1995",3,"-",1,16,"Sean Maguire"
"1995",3,"-",1,16,"Carleen Anderson"
"1995",3,"-",1,16,"Kylie Minogue"
"1995",3,"-",1,16,"Human League"
"1995",3,"-",1,16,"Menswear"
"1995",3,"-",1,16,"Hole"
"1995",3,"-",1,16,"Green Day"
"1995",3,"-",1,16,"The Levellers"
"1995",12,"-",1,17,"Gompie"
"1995",7,"-",1,17,"Wet Wet Wet"
"1995",5,"-",1,17,"Duran Duran"
"1995",5,"-",1,17,"JX"
"1995",4,"-",1,17,"Ultimate Kaos"
"1995",4,"-",1,17,"Cast"
"1995",4,"-",1,17,"New Order"
"1995",4,"-",1,17,"Mary J Blige"
"1995",4,"-",1,17,"Bob Marley & The Wailers"
"1995",5,"-",1,17,"Jodeci"
"1995",5,"-",1,17,"Black Grape"
"1995",4,"-",1,17,"Soul II Soul"
"1995",4,"-",1,17,"Radiohead"
"1995",4,"-",1,17,"Radiohead"
"1995",4,"-",1,17,"McAlmont & Butler"
"1995",4,"-",1,17,"Chemical Brothers"
"1995",3,"-",1,17,"Cappella"
"1995",3,"-",1,17,"Alex Party"
"1995",3,"-",1,17,"Bobby Brown"
"1995",2,"-",1,17,"Hole"
"1995",5,"-",2,18,"Runrig"
"1995",5,"-",1,18,"The Lightning Seeds"
"1995",5,"-",1,18,"TLC"
"1995",5,"-",1,18,"Sean Maguire"
"1995",5,"-",1,18,"Elton John"
"1995",5,"-",1,18,"Simple Minds"
"1995",4,"-",1,18,"The Beautiful South"
"1995",5,"-",1,18,"Jimmy Nail"
"1995",4,"-",1,18,"Ace Of Base"
"1995",4,"-",1,18,"Mary Kiani"
"1995",4,"-",1,18,"TLC"
"1995",4,"-",1,18,"Ultimate Kaos"
"1995",4,"-",1,18,"Del Amitri"
"1995",3,"-",1,18,"Leftfield ft Toni Halliday"
"1995",3,"-",1,18,"Shiva"
"1995",3,"-",1,18,"Foo Fighters"
"1995",2,"-",1,18,"Gene"
"1995",5,"-",1,19,"Jade"
"1995",5,"-",1,19,"Gloria Estefan"
"1995",5,"-",1,19,"The Smokin' Mojo Filters"
"1995",5,"-",1,19,"Rod Stewart"
"1995",4,"-",1,19,"Real McCoy"
"1995",4,"-",1,19,"Mark Morrison"
"1995",4,"-",1,19,"Umboza"
"1995",5,"-",1,19,"Dodgy"
"1995",4,"-",1,19,"Pizzaman"
"1995",4,"-",1,19,"New Power Generation"
"1995",3,"-",1,19,"Cliff Richard"
"1995",3,"-",1,19,"Joy Division"
"1995",3,"-",1,19,"Reef"
"1995",3,"-",1,19,"Radiohead"
"1995",3,"-",1,19,"The Bluetones"
"1995",5,"-",2,20,"Ace Of Base"
"1995",10,"-",1,20,"Amy Grant"
"1995",6,"-",1,20,"Terence Trent D'Arby"
"1995",6,"-",1,20,"D:Ream"
"1995",5,"-",1,20,"Luther Vandross"
"1995",5,"-",1,20,"Crescendo"
"1995",4,"-",1,20,"Radiohead"
"1995",4,"-",1,20,"Barry White"
"1995",4,"-",1,20,"Barry White"
"1995",5,"-",1,20,"Berri"
"1995",4,"-",1,20,"Paul Weller"
"1995",3,"-",1,20,"Moist"
"1995",3,"-",1,20,"Haddaway"
"1995",3,"-",1,20,"Supergrass"
"1995",3,"-",1,20,"House Of Pain"
"1995",3,"-",1,20,"Jodeci"
"1995",3,"-",1,20,"Smashing Pumpkins"
"1995",3,"-",1,20,"The Cranberries"
"1995",3,"-",1,20,"Prince"
"1995",3,"-",1,20,"Erasure"
"1995",5,"-",1,21,"Whigfield"
"1995",5,"-",1,21,"Whigfield"
"1995",4,"-",1,21,"Del Amitri"
"1995",4,"-",1,21,"Shampoo"
"1995",4,"-",1,21,"New Order"
"1995",5,"-",1,21,"Vanessa Williams"
"1995",4,"-",1,21,"Suede"
"1995",4,"-",1,21,"Scarlet"
"1995",3,"-",1,21,"Loveland ft Rachel McFarlane"
"1995",3,"-",1,21,"Elvis Presley"
"1995",3,"-",1,21,"Zig & Zag"
"1995",7,"-",2,22,"Alanis Morissette"
"1995",5,"-",2,22,"Bob Seger & The Silver Bullet Band"
"1995",6,"-",1,22,"Corona"
"1995",6,"-",1,22,"Simply Red"
"1995",4,"-",1,22,"Super Cat ft Jack Radics"
"1995",4,"-",1,22,"TLC"
"1995",4,"-",1,22,"Megadeth"
"1995",4,"-",1,22,"Del Amitri"
"1995",3,"-",1,22,"Sean Maguire"
"1995",3,"-",1,22,"Terrorvision"
"1995",3,"-",1,22,"Lenny Kravitz"
"1995",3,"-",1,22,"Oleta Adams"
"1995",3,"-",1,22,"Shabba Ranks"
"1995",3,"-",1,22,"Loveland ft Rachel McFarlane"
"1995",3,"-",1,22,"Jam & Spoon ft Plavka"
"1995",4,"-",1,22,"Cliff Richard & Olivia Newton-John"
"1995",3,"-",1,22,"Junior Vasquez"
